"","Country","iso2","iso3","Year","icd10n","icd103n","icd104n","icd10c","icd103c","icd104c","icd11c1","icd11c2","icd11c3","icd11l1","icd11l2","icd11l3","Disease","DONs","Definition"
"1251","Somalia","SO","SOM","2013","Viral infections of the central nervous system","Acute poliomyelitis","Acute poliomyelitis, unspecified","A80-A89","A80","A809","1","C81","1C81","Certain infectious or parasitic diseases  ","Viral infections of the central nervous system","Acute poliomyelitis","Acute poliomyelitis, unspecified","DON1778, DON1733","A disease of the nervous system, caused by human poliovirus. This disease commonly presents with a fever, sore throat, headache, vomiting, or stiffness of the neck and back. This disease may present with an acute onset of flaccid paralysis. Transmission is commonly by the faecal-oral route or direct contact. Confirmation is by identification of poliovirus in a faecal sample or by a lumbar puncture."
"1252","Somalia","SO","SOM","2006","Viral infections of the central nervous system","Acute poliomyelitis","Acute poliomyelitis, unspecified","A80-A89","A80","A809","1","C81","1C81","Certain infectious or parasitic diseases  ","Viral infections of the central nervous system","Acute poliomyelitis","Acute poliomyelitis, unspecified","DON1099","A disease of the nervous system, caused by human poliovirus. This disease commonly presents with a fever, sore throat, headache, vomiting, or stiffness of the neck and back. This disease may present with an acute onset of flaccid paralysis. Transmission is commonly by the faecal-oral route or direct contact. Confirmation is by identification of poliovirus in a faecal sample or by a lumbar puncture."
"1253","Somalia","SO","SOM","1996","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","1","A00","1A00","Certain infectious or parasitic diseases  ","Gastroenteritis or colitis of infectious origin  ","Bacterial intestinal infections  ","Cholera","DON0019","Intestinal infection due to Vibrio cholerae"
"1254","Somalia","SO","SOM","1998","Intestinal infectious diseases","Other gastroenteritis and colitis of infectious and unspecified origin","Other and unspecified gastroenteritis and colitis of infectious origin","A00-A09","A09","A090","1","A40","1A40","Certain infectious or parasitic diseases  ","Gastroenteritis or colitis of infectious origin  ","Gastroenteritis or colitis without specification of infectious agent","Infectious gastroenteritis or colitis without specification of infectious agent","DON0278",""
"1255","Somalia","SO","SOM","2002","Viral infections of the central nervous system","Viral meningitis","Viral meningitis, unspecified","A80-A89","A87","A879","1","C8E","1C8E","Certain infectious or parasitic diseases  ","Viral infections of the central nervous system","Viral meningitis not elsewhere classified","Viral meningitis not elsewhere classified, unspecified","DON0573","Any disease of the meninges, caused by an infection with a viral source."
"1256","Somalia","SO","SOM","2009","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1458","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"1257","Somalia","SO","SOM","2002","Other bacterial diseases","Meningococcal infection","Meningococcal meningitis","A30-A49","A39","A390","1","C1C","1C1C","Certain infectious or parasitic diseases  ","Other bacterial diseases","Meningococcal disease","Meningococcal meningitis","DON0569","A condition of the meninges, caused by an infection with the gram-negative bacteria Neisseria meningitidis. This condition is characterised by high fever, stiff neck, severe headache, vomiting, purpura, photophobia, and sometimes chills, altered mental status, or seizures. Transmission is through haematogenous spread to the meninges after droplet transmission or direct contact. Confirmation is by identification of Neisseria meningitidis through a lumbar puncture, agglutination tests, or polymerase chain reaction."
"1258","South Africa","ZA","ZAF","2009","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1435, DON1429, DON1434, DON1428, DON1430, DON1433, DON1431","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"1259","South Africa","ZA","ZAF","2001","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","1","A00","1A00","Certain infectious or parasitic diseases  ","Gastroenteritis or colitis of infectious origin  ","Bacterial intestinal infections  ","Cholera","DON0481, DON0484, DON0476, DON0489, DON0473, DON0470, DON0492, DON0478, DON0474","Intestinal infection due to Vibrio cholerae"
"1260","South Africa","ZA","ZAF","2010","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","1","E31","1E31","Certain infectious or parasitic diseases  ","Influenza","Influenza"," Influenza due to identified zoonotic or pandemic influenza virus","DON1536, DON1537, DON1529, DON1524, DON1525, DON1531, DON1519, DON1533","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission."
"1261","South Africa","ZA","ZAF","2000","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","1","A00","1A00","Certain infectious or parasitic diseases  ","Gastroenteritis or colitis of infectious origin  ","Bacterial intestinal infections  ","Cholera","DON0426, DON0465, DON0436, DON0443, DON0428, DON0423, DON0462, DON0459, DON0456","Intestinal infection due to Vibrio cholerae"
"1262","South Africa","ZA","ZAF","2010","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Rift Valley fever","A92-A99","A92","A924","1","D44","1D44","Certain infectious or parasitic diseases  ","Certain arthropod-borne viral fevers","Rift Valley fever","Rift Valley fever","DON1510, DON1497, DON1507","A disease caused by an infection with Rift Valley fever virus. This disease is commonly asymptomatic. This disease may also present with fever, liver abnormalities, weakness, back pain, or dizziness. Transmission is through the bite of an infected mosquito. Confirmation is commonly by detection of Rift Valley fever virus specific IgM or IgG antibodies in a blood sample."
"1263","South Africa","ZA","ZAF","2018","Other bacterial diseases","Listeriosis","Listeriosis, unspecified","A30-A49","A32","A329","1","C1A","1C1A","Certain infectious or parasitic diseases  ","Other bacterial diseases","Listeriosis","Listeriosis, unspecified","DON2407, DON2412","A disease caused by an infection with the gram-positive bacteria Listeria. This disease commonly presents with fever and muscle aches, followed by gastrointestinal symptoms."
"1264","South Africa","ZA","ZAF","2008","Other infectious diseases","Other and unspecified infectious diseases","Other and unspecified infectious diseases","B99-B99","B99","B990","1","H0Z","1H0Z","Certain infectious or parasitic diseases  ","","","Infection, unspecified","DON1329",""
"1265","South Africa","ZA","ZAF","1996","Arthropod-borne viral fevers and viral haemorrhagic fevers","Unspecified viral haemorrhagic fever","Unspecified viral haemorrhagic fever","A92-A99","A99","A990","1","D86","1D86","Certain infectious or parasitic diseases  ","Certain other viral diseases","Viral haemorrhagic fever, not elsewhere classified","Unspecified viral haemorrhagic fever","DON0105, DON0102, DON0099",""
"1266","South Africa","ZA","ZAF","2003","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","1","A00","1A00","Certain infectious or parasitic diseases  ","Gastroenteritis or colitis of infectious origin  ","Bacterial intestinal infections  ","Cholera","DON0739","Intestinal infection due to Vibrio cholerae"
"1267","South Africa","ZA","ZAF","2004","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","1","A00","1A00","Certain infectious or parasitic diseases  ","Gastroenteritis or colitis of infectious origin  ","Bacterial intestinal infections  ","Cholera","DON0845","Intestinal infection due to Vibrio cholerae"
"1268","South Africa","ZA","ZAF","1996","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other viral haemorrhagic fevers, not elsewhere classified","Crimean-Congo haemorrhagic fever","A92-A99","A98","A980","1","D49","1D49","Certain infectious or parasitic diseases  ","Certain arthropod-borne viral fevers","Crimean-Congo haemorrhagic fever","Crimean-Congo haemorrhagic fever","DON0094","A disease caused by an infection with Crimean-Congo haemorrhagic fever virus. The incubation period ranges from 2 to 9 days. Symptoms/signs typically include high fever, headache, malaise, arthralgia, myalgia, nausea, abdominal pain, and rarely diarrhoea. Early signs typically include fever, hypotension, conjunctivitis, and cutaneous flushing or a skin rash. Later, patients may develop signs of progressive haemorrhagic diathesis, such as petechiae, mucous membrane and conjunctival haemorrhage, haematuria, hematemesis, and melena. Lethality may reach 30%. Transmission occurs via bites of infected ticks, by direct contact with infected animal blood, or iatrogenic transmission. Laboratory diagnosis of the infection during the acute phase of illness consists of detection of viral nucleic acid or by isolation of the virus or by demonstration of viral antigen by enzyme-linked immunoassay from serum or plasma samples. In samples collected later during the illness, diagnosis is confirmed by demonstration of specific IgG and IgM antibodies."
