"","Strain Name","Virus Species","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Year","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","Continent","Continent_Region"
"946","CHIKV/Human/Brazil/2017/AMA382","Chikungunya virus","MK121908","10676","-N/A-","03/05/2017",2017-03-05,"Human","Homo sapiens","Brazil","genomic RNA",10676,0.889666666666667,"50-90%","South America","Brazil"
"947","RJ125","Chikungunya virus","MK244640","10708","-N/A-","03/07/2017",2017-03-07,"Human","Homo sapiens","Brazil","genomic DNA",10708,0.892333333333333,"50-90%","South America","Brazil"
"948","RJ127","Chikungunya virus","MK244641","10534","-N/A-","03/09/2017",2017-03-09,"Human","Homo sapiens","Brazil","genomic DNA",10534,0.877833333333333,"50-90%","South America","Brazil"
"949","CHIKV/Human/Brazil/2017/AMA368","Chikungunya virus","MK121903","11171","-N/A-","03/15/2017",2017-03-15,"Human","Homo sapiens","Brazil","genomic RNA",11171,0.930916666666667,">90%","South America","Brazil"
"950","MT02","Chikungunya virus","MH823664","11811","-N/A-","03/16/2017",2017-03-16,"Human","Homo sapiens","Brazil","genomic RNA",11811,0.98425,">90%","South America","Brazil"
"951","MT03","Chikungunya virus","MH823665","11811","-N/A-","03/16/2017",2017-03-16,"Human","Homo sapiens","Brazil","genomic RNA",11811,0.98425,">90%","South America","Brazil"
"952","CHIKV/Human/Brazil/2017/AMA354","Chikungunya virus","MK121899","10135","-N/A-","03/17/2017",2017-03-17,"Human","Homo sapiens","Brazil","genomic RNA",10135,0.844583333333333,"50-90%","South America","Brazil"
"953","CHIKV/Human/Brazil/2017/AMA362","Chikungunya virus","MK121900","10135","-N/A-","03/17/2017",2017-03-17,"Human","Homo sapiens","Brazil","genomic RNA",10135,0.844583333333333,"50-90%","South America","Brazil"
"954","CHIKV/Human/Brazil/2017/AMA364","Chikungunya virus","MK121901","9655","-N/A-","03/17/2017",2017-03-17,"Human","Homo sapiens","Brazil","genomic RNA",9655,0.804583333333333,"50-90%","South America","Brazil"
"955","CHIKV/Human/Brazil/2017/AMA366","Chikungunya virus","MK121902","10135","-N/A-","03/17/2017",2017-03-17,"Human","Homo sapiens","Brazil","genomic RNA",10135,0.844583333333333,"50-90%","South America","Brazil"
"956","BH43","Chikungunya virus","ON023492","10835","-N/A-","03/17/2017",2017-03-17,"Human","Homo sapiens; age=39; female","Brazil","genomic RNA",10835,0.902916666666667,">90%","South America","Brazil"
"957","8L","Chikungunya virus","MT877207","11149","-N/A-","03/19/2017",2017-03-19,"Human","Homo sapiens","Brazil","genomic RNA",11149,0.929083333333333,">90%","South America","Brazil"
"958","CHIKV/Human/Brazil/2017/AMA74","Chikungunya virus","MK121895","10135","-N/A-","03/20/2017",2017-03-20,"Human","Homo sapiens","Brazil","genomic RNA",10135,0.844583333333333,"50-90%","South America","Brazil"
"959","12L","Chikungunya virus","MT877208","10858","-N/A-","03/22/2017",2017-03-22,"Human","Homo sapiens","Brazil","genomic RNA",10858,0.904833333333333,">90%","South America","Brazil"
"960","BH46","Chikungunya virus","ON023494","10763","-N/A-","03/23/2017",2017-03-23,"Human","Homo sapiens; age=71; female","Brazil","genomic RNA",10763,0.896916666666667,"50-90%","South America","Brazil"
"961","BH41","Chikungunya virus","ON023495","10834","-N/A-","03/30/2017",2017-03-30,"Human","Homo sapiens; age=76; female","Brazil","genomic RNA",10834,0.902833333333333,">90%","South America","Brazil"
"962","KLF_4908","Chikungunya virus","MT526806","11790","-N/A-","04/03/2017",2017-04-03,"Human","Homo sapiens","Kenya","genomic RNA",11790,0.9825,">90%","Africa","Eastern Africa"
"963","BH59","Chikungunya virus","ON023500","10831","-N/A-","04/03/2017",2017-04-03,"Human","Homo sapiens; age=24; female","Brazil","genomic RNA",10831,0.902583333333333,">90%","South America","Brazil"
"964","27L","Chikungunya virus","MT877210","10858","-N/A-","04/14/2017",2017-04-14,"Human","Homo sapiens","Brazil","genomic RNA",10858,0.904833333333333,">90%","South America","Brazil"
"965","22L","Chikungunya virus","MT877209","10858","-N/A-","04/16/2017",2017-04-16,"Human","Homo sapiens","Brazil","genomic RNA",10858,0.904833333333333,">90%","South America","Brazil"
"966","BH54","Chikungunya virus","ON023499","10829","-N/A-","04/26/2017",2017-04-26,"Human","Homo sapiens; age=24; female","Brazil","genomic RNA",10829,0.902416666666667,">90%","South America","Brazil"
"967","BH48","Chikungunya virus","ON023493","10833","-N/A-","04/27/2017",2017-04-27,"Human","Homo sapiens; age=37; male","Brazil","genomic RNA",10833,0.90275,">90%","South America","Brazil"
"968","BH35","Chikungunya virus","ON023487","10830","-N/A-","04/28/2017",2017-04-28,"Human","Homo sapiens; age=73; female","Brazil","genomic RNA",10830,0.9025,">90%","South America","Brazil"
"969","SMGC-1","Chikungunya virus","MH349097","11783","-N/A-","04/30/2017",2017-04-30,"Human","Homo sapiens","China","genomic RNA",11783,0.981916666666667,">90%","Asia","China+"
"970","BH32","Chikungunya virus","ON023488","11016","-N/A-","05/02/2017",2017-05-02,"Human","Homo sapiens; age=46; female","Brazil","genomic RNA",11016,0.918,">90%","South America","Brazil"
"971","BeAr849404","Chikungunya virus","MK518395","11800","-N/A-","05/16/2017",2017-05-16,"Mosquito","Aedes aegypti","Brazil","genomic RNA",11800,0.983333333333333,">90%","South America","Brazil"
"972","BH53","Chikungunya virus","ON023497","10873","-N/A-","05/26/2017",2017-05-26,"Human","Homo sapiens; age=42; male","Brazil","genomic RNA",10873,0.906083333333333,">90%","South America","Brazil"
"973","59S","Chikungunya virus","MT877206","11149","-N/A-","05/30/2017",2017-05-30,"Human","Homo sapiens","Brazil","genomic RNA",11149,0.929083333333333,">90%","South America","Brazil"
"974","CHRF_0099_05-31-2017","Chikungunya virus","MK468611","11808","-N/A-","05/31/2017",2017-05-31,"Human","Homo sapiens","Bangladesh","genomic RNA",11808,0.984,">90%","Asia","India+"
"975","CHRF_0098_05-31-2017","Chikungunya virus","MK468623","11296","-N/A-","05/31/2017",2017-05-31,"Human","Homo sapiens","Bangladesh","genomic RNA",11296,0.941333333333333,">90%","Asia","India+"
"976","CHRF_0097_05-31-2017","Chikungunya virus","MK468625","11282","-N/A-","05/31/2017",2017-05-31,"Human","Homo sapiens","Bangladesh","genomic RNA",11282,0.940166666666667,">90%","Asia","India+"
"977","SGEHI23451Y17","Chikungunya virus","MH647208","11617","-N/A-","06/2017",2017-06-01,"Human","Homo sapiens","Singapore","genomic RNA",11617,0.968083333333333,">90%","Asia","Southeastern Asia"
"978","4S","Chikungunya virus","MT877211","11149","-N/A-","06/03/2017",2017-06-03,"Human","Homo sapiens","Brazil","genomic RNA",11149,0.929083333333333,">90%","South America","Brazil"
"979","LB26","Chikungunya virus","MK752955","8601","-N/A-","06/05/2017",2017-06-05,"Human","Homo sapiens","Brazil","genomic RNA",8601,0.71675,"50-90%","South America","Brazil"
"980","CHRF_0100_06-14-2017","Chikungunya virus","MK468624","10886","-N/A-","06/14/2017",2017-06-14,"Human","Homo sapiens","Bangladesh","genomic RNA",10886,0.907166666666667,">90%","Asia","India+"
"981","CHRF_0071_06-17-2017","Chikungunya virus","MK468608","11772","-N/A-","06/17/2017",2017-06-17,"Human","Homo sapiens","Bangladesh","genomic RNA",11772,0.981,">90%","Asia","India+"
"982","CHRF_0101_06-17-2017","Chikungunya virus","MK468612","11827","-N/A-","06/17/2017",2017-06-17,"Human","Homo sapiens","Bangladesh","genomic RNA",11827,0.985583333333333,">90%","Asia","India+"
"983","CHRF_0102_06-17-2017","Chikungunya virus","MK468626","11432","-N/A-","06/17/2017",2017-06-17,"Human","Homo sapiens","Bangladesh","genomic RNA",11432,0.952666666666667,">90%","Asia","India+"
"984","CHRF_0103_06-19-2017","Chikungunya virus","MK468609","11323","-N/A-","06/19/2017",2017-06-19,"Human","Homo sapiens","Bangladesh","genomic RNA",11323,0.943583333333333,">90%","Asia","India+"
"985","CHRF_0104_06-19-2017","Chikungunya virus","MK468616","11776","-N/A-","06/19/2017",2017-06-19,"Human","Homo sapiens","Bangladesh","genomic RNA",11776,0.981333333333333,">90%","Asia","India+"
"986","CHRF_0105_06-21-2017","Chikungunya virus","MK468617","11806","-N/A-","06/21/2017",2017-06-21,"Human","Homo sapiens","Bangladesh","genomic RNA",11806,0.983833333333333,">90%","Asia","India+"
"987","LB23","Chikungunya virus","MK752954","8382","-N/A-","06/22/2017",2017-06-22,"Human","Homo sapiens","Brazil","genomic RNA",8382,0.6985,"50-90%","South America","Brazil"
"988","CHRF_0106_06-24-2017","Chikungunya virus","MK468613","11822","-N/A-","06/24/2017",2017-06-24,"Human","Homo sapiens","Bangladesh","genomic RNA",11822,0.985166666666667,">90%","Asia","India+"
"989","CHRF_0107_06-29-2017","Chikungunya virus","MK468618","11383","-N/A-","06/29/2017",2017-06-29,"Human","Homo sapiens","Bangladesh","genomic RNA",11383,0.948583333333333,">90%","Asia","India+"
"990","BGD17-0266","Chikungunya virus","LC580236","11237","-N/A-","07/2017",2017-07-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"991","BGD17-0290","Chikungunya virus","LC580237","11237","-N/A-","07/2017",2017-07-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"992","BGD17-0303","Chikungunya virus","LC580238","11233","-N/A-","07/2017",2017-07-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11233,0.936083333333333,">90%","Asia","India+"
"993","BGD17-0306","Chikungunya virus","LC580239","11237","-N/A-","07/2017",2017-07-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"994","CHRF_0109_07-8-2017","Chikungunya virus","MK468619","11810","-N/A-","07/08/2017",2017-07-08,"Human","Homo sapiens","Bangladesh","genomic RNA",11810,0.984166666666667,">90%","Asia","India+"
"995","CHRF_0108_07-10-2017","Chikungunya virus","MK468614","11759","-N/A-","07/10/2017",2017-07-10,"Human","Homo sapiens","Bangladesh","genomic RNA",11759,0.979916666666667,">90%","Asia","India+"
"996","CHRF_0110_07-10-2017","Chikungunya virus","MK468615","11830","-N/A-","07/10/2017",2017-07-10,"Human","Homo sapiens","Bangladesh","genomic RNA",11830,0.985833333333333,">90%","Asia","India+"
"997","CHRF_0012_07-11-2017","Chikungunya virus","MK468620","11808","-N/A-","07/11/2017",2017-07-11,"Human","Homo sapiens","Bangladesh","genomic RNA",11808,0.984,">90%","Asia","India+"
"998","CHRF_0111_07-18-2017","Chikungunya virus","MK468621","11536","-N/A-","07/18/2017",2017-07-18,"Human","Homo sapiens","Bangladesh","genomic RNA",11536,0.961333333333333,">90%","Asia","India+"
"999","KLF_5188","Chikungunya virus","MT526805","11785","-N/A-","07/19/2017",2017-07-19,"Human","Homo sapiens","Kenya","genomic RNA",11785,0.982083333333333,">90%","Africa","Eastern Africa"
"1000","LB22","Chikungunya virus","MK752951","8765","-N/A-","07/27/2017",2017-07-27,"Human","Homo sapiens","Brazil","genomic RNA",8765,0.730416666666667,"50-90%","South America","Brazil"
"1001","BGD17-0932","Chikungunya virus","LC580240","11237","-N/A-","08/2017",2017-08-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1002","CHIKV/Italy/Calabria-ISS-991/2017","Chikungunya virus","MK120197","11382","-N/A-","08/02/2017",2017-08-02,"Human","Homo sapiens","Italy","genomic RNA",11382,0.9485,">90%","Europe","Western Europe"
"1003","CHIKV/Italy/Calabria-ISS-977/2017","Chikungunya virus","MK120198","11471","-N/A-","08/02/2017",2017-08-02,"Human","Homo sapiens","Italy","genomic RNA",11471,0.955916666666667,">90%","Europe","Western Europe"
"1004","CHIKV/Italy/Calabria-ISS-1011/2017","Chikungunya virus","MK120199","11534","-N/A-","08/02/2017",2017-08-02,"Human","Homo sapiens","Italy","genomic RNA",11534,0.961166666666667,">90%","Europe","Western Europe"
"1005","CHIKV/Italy/Calabria-ISS-1028/2017","Chikungunya virus","MK120200","11497","-N/A-","08/09/2017",2017-08-09,"Human","Homo sapiens","Italy","genomic RNA",11497,0.958083333333333,">90%","Europe","Western Europe"
"1006","LB24","Chikungunya virus","MK752953","8776","-N/A-","08/16/2017",2017-08-16,"Human","Homo sapiens","Brazil","genomic RNA",8776,0.731333333333333,"50-90%","South America","Brazil"
"1007","QZ0823","Chikungunya virus","MH400249","11787","-N/A-","08/23/2017",2017-08-23,"Human","Homo sapiens","China","genomic RNA",11787,0.98225,">90%","Asia","China+"
"1008","LB21","Chikungunya virus","MK752950","8047","-N/A-","08/23/2017",2017-08-23,"Human","Homo sapiens","Brazil","genomic RNA",8047,0.670583333333333,"50-90%","South America","Brazil"
"1009","LB28","Chikungunya virus","MK752957","7745","-N/A-","08/23/2017",2017-08-23,"Human","Homo sapiens","Brazil","genomic RNA",7745,0.645416666666667,"50-90%","South America","Brazil"
"1010","LB29","Chikungunya virus","MK752958","9438","-N/A-","08/23/2017",2017-08-23,"Human","Homo sapiens","Brazil","genomic RNA",9438,0.7865,"50-90%","South America","Brazil"
"1011","ZJQZ3 2017","Chikungunya virus","MG912993","11765","-N/A-","08/30/2017",2017-08-30,"Human","Homo sapiens","China","genomic RNA",11765,0.980416666666667,">90%","Asia","China+"
"1012","LB25","Chikungunya virus","MK752952","8226","-N/A-","08/30/2017",2017-08-30,"Human","Homo sapiens","Brazil","genomic RNA",8226,0.6855,"50-90%","South America","Brazil"
"1013","LB27","Chikungunya virus","MK752956","9181","-N/A-","08/30/2017",2017-08-30,"Human","Homo sapiens","Brazil","genomic RNA",9181,0.765083333333333,"50-90%","South America","Brazil"
"1014","CHRF_0112_08-31-2017","Chikungunya virus","MK468622","11507","-N/A-","08/31/2017",2017-08-31,"Human","Homo sapiens","Bangladesh","genomic RNA",11507,0.958916666666667,">90%","Asia","India+"
"1015","QZ0901-1","Chikungunya virus","MT123008","11787","-N/A-","09/01/2017",2017-09-01,"Human","Homo sapiens","China","genomic RNA",11787,0.98225,">90%","Asia","China+"
"1016","QZ0901-2","Chikungunya virus","MT123009","11787","-N/A-","09/01/2017",2017-09-01,"Human","Homo sapiens","China","genomic RNA",11787,0.98225,">90%","Asia","China+"
"1017","QZ0901-3","Chikungunya virus","MT123010","11787","-N/A-","09/01/2017",2017-09-01,"Human","Homo sapiens","China","genomic RNA",11787,0.98225,">90%","Asia","China+"
"1018","BGD17-1024","Chikungunya virus","LC580241","11237","-N/A-","09/2017",2017-09-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1019","BGD17-1147","Chikungunya virus","LC580242","11237","-N/A-","09/2017",2017-09-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1020","BGD17-1151","Chikungunya virus","LC580243","11237","-N/A-","09/2017",2017-09-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1021","BGD17-1210","Chikungunya virus","LC580244","11237","-N/A-","09/2017",2017-09-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1022","BGD17-1232","Chikungunya virus","LC580245","11237","-N/A-","09/2017",2017-09-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1023","BGD17-1269","Chikungunya virus","LC580246","11237","-N/A-","09/2017",2017-09-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1024","BGD17-1270","Chikungunya virus","LC580247","11237","-N/A-","09/2017",2017-09-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1025","CHIKV/Italy/Lazio-ISS-1/2017","Chikungunya virus","MH754507","11508","-N/A-","09/08/2017",2017-09-08,"Mosquito","Aedes albopictus","Italy","genomic RNA",11508,0.959,">90%","Europe","Western Europe"
"1026","2017/FR/45625-26","Chikungunya virus","MW281311","11726","-N/A-","09/12/2017",2017-09-12,"Human","Homo sapiens","France","genomic RNA",11726,0.977166666666667,">90%","Europe","Western Europe"
"1027","CHRF_0113_09-18-2017","Chikungunya virus","MK468627","11552","-N/A-","09/18/2017",2017-09-18,"Human","Homo sapiens","Bangladesh","genomic RNA",11552,0.962666666666667,">90%","Asia","India+"
"1028","CHIKV/Italy/Calabria-ISS-1/2017","Chikungunya virus","MK120194","11481","-N/A-","09/27/2017",2017-09-27,"Mosquito","Aedes albopictus","Italy","genomic RNA",11481,0.95675,">90%","Europe","Western Europe"
"1029","CHIKV/Italy/Calabria-ISS-972/2017","Chikungunya virus","MK120195","11468","-N/A-","09/27/2017",2017-09-27,"Human","Homo sapiens","Italy","genomic RNA",11468,0.955666666666667,">90%","Europe","Western Europe"
"1030","CHIKV/Italy/Calabria-ISS-989/2017","Chikungunya virus","MK120196","11500","-N/A-","09/30/2017",2017-09-30,"Human","Homo sapiens","Italy","genomic RNA",11500,0.958333333333333,">90%","Europe","Western Europe"
"1031","BGD17-1299","Chikungunya virus","LC580248","11237","-N/A-","10/2017",2017-10-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1032","BGD17-1319","Chikungunya virus","LC580249","11237","-N/A-","10/2017",2017-10-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1033","BGD17-1332","Chikungunya virus","LC580250","11237","-N/A-","10/2017",2017-10-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1034","BGD17-1413","Chikungunya virus","LC580251","11237","-N/A-","10/2017",2017-10-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1035","BGD17-1457","Chikungunya virus","LC580252","11237","-N/A-","10/2017",2017-10-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1036","BGD17-1538","Chikungunya virus","LC580253","11237","-N/A-","11/2017",2017-11-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1037","BGD17-1542","Chikungunya virus","LC580254","11237","-N/A-","11/2017",2017-11-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1038","CHRF_0094_11-22-2017","Chikungunya virus","MK468610","11818","-N/A-","11/22/2017",2017-11-22,"Human","Homo sapiens","Bangladesh","genomic RNA",11818,0.984833333333333,">90%","Asia","India+"
"1039","232_12_17","Chikungunya virus","MT380161","11514","-N/A-","12/2017",2017-12-01,"Human","Homo sapiens","Kenya","genomic RNA",11514,0.9595,">90%","Africa","Eastern Africa"
"1040","BGD17-1629","Chikungunya virus","LC580255","11237","-N/A-","12/2017",2017-12-01,"Human","Homo sapiens","Bangladesh","genomic RNA",11237,0.936416666666667,">90%","Asia","India+"
"1041","KLF_5514","Chikungunya virus","MT526804","11787","-N/A-","12/05/2017",2017-12-05,"Human","Homo sapiens","Kenya","genomic RNA",11787,0.98225,">90%","Africa","Eastern Africa"
"1042","KLF_84548","Chikungunya virus","MT526800","11831","-N/A-","12/13/2017",2017-12-13,"Human","Homo sapiens","Kenya","genomic RNA",11831,0.985916666666667,">90%","Africa","Eastern Africa"
